username,created_at,full_text,cleaned_text,create_at
KompasTekno,2025-02-18 16:01:22,@Mdy_Asmara1701 ap iy coba liat d daerah2 ppn 12 batal ttp aj mahal jalan trus ap lagi tbng sam aj ttp langka mungkin d jwa enggak tp daerah lain nya gmna .,ap iy coba liat daerah2 ppn 12 batal ttp mahal jalan trus ap tbng sam ttp langka mungkin jwa tp daerah nya gmna,
kevinpuyol52663,2025-02-18 14:22:05,100 hari itu pondasi Jika pondasi bobrok rusaklah bangunan LPG mahal langka Semua hrg sembako naik PPN naik Dolar naik Pengangguran naik Kemiskinan naik Efisiensi Ndasmu Kabinet super gemuk UKT naik Kebodohan naik Hutang makin naik Yang tidak naik cuma isinya septictank https://t.co/j4X2Jz06pf,100 hari pondasi pondasi bobrok rusak bangun lpg mahal langka semua hrg sembako naik ppn naik dolar naik anggur naik miskin naik efisiensi sensor kabinet super gemuk ukt naik bodoh naik hutang makin naik tidak naik cuma isi septictank,
MysticLegendero,2025-02-18 13:38:06,soferrr deserveee mo lahat ng natatanggap mong love mahal na mahal ka namin 'lam mo yan,soferrr deserveee mo lahat ng natatanggap mong love mahal na mahal ka namin lam mo yan,
imanjayanur,2025-02-18 11:06:16,si mama ppn pa po talaga ang natawag na selfish. napaka mabuting tao nya hinding hindi nya deserve matawag na selfish dahil napaka pure nya MAHAL KA NAMIN LAGIII BDQ!,si mama ppn pa po talaga ang natawag na selfish napaka mabuting tao nya hinding hindi nya deserve matawag na selfish dahil napaka pure nya mahal ka namin lagiii bdq,
tirced,2025-02-18 08:52:19,mahal na mahal kita ppn!!!!,mahal na mahal ppn,
hyleddeoghania,2025-02-18 07:20:53,@alvinlie21 Salah satu faktor yg membuat harga avtur di Indonesia lebih mahal dibandingkan dgn negara ASEAN yaitu pajak pajak yg melebihi 20 % sedangkan negara lain tidak ada pungutan ppn 11 % mestinya tarif pajak dihapus sehingga pasti berdampak harga ticket pswt lebih murah.,salah satu faktor buat harga avtur indonesia lebih mahal banding negara asean pajak pajak lebih 20 negara tidak pungut ppn 11 mesti tarif pajak hapus pasti dampak harga ticket pswt lebih murah,
mwmczk,2025-02-18 04:03:58,ternyata.....holland...udah....kena.....ppn 11% omg....sesek......napasss.....mahal...banget....,nyata holland udah kena ppn 11 omg sek napasss mahal banget,
WaitingZoneId,2025-02-17 06:23:48,Harta gua buat negara gak berpengaruh ancrit. Harta bapak gue ngaruh noh lu kalo mau nyita harta gue apa? Labubu gue? Mahal doang pajak naik gaji naik juga bayar pajak. Udah paling gak jelas selain gak dapet apa apa dari PPN negara malah efisiensi. Kocak gue muak.,harta buat negara tidak pengaruh ancrit harta bapak gue ngaruh noh lu kalau mau nyita harta gue apa labubu gue mahal doang pajak naik gaji naik bayar pajak udah paling tidak jelas tidak dapat apa apa ppn negara malah efisiensi kocak gue muak,
aulianegara,2025-02-16 15:48:53,@Telkomsel Aman sayang️ tapi paketmu mahal kali ppn ga jadi naek loh️,aman sayang paket mahal kali ppn tidak jadi naek loh,
bijigueada7,2025-02-16 04:29:57,@Dennysiregar7 penolakan UU Pilkada penolakan PPN 12% penolakan tata kelola gas melon kmrn bkn krn mahasiswa tp krn netizen . zaman sudah berubah. msh skrg bingung cari biaya kuliah yg makin mahal klo zmn dulu kuliah msh murah mhsw bs jd aktivis . skrg beda,tolak uu pilkada tolak ppn 12 tolak tata kelola gas melon kmrn bkn krn mahasiswa tp krn netizen zaman ubah msh skrg bingung cari biaya kuliah makin mahal klo zmn dulu kuliah msh murah mhsw jd aktivis skrg beda,
ta_tinur,2025-02-15 10:14:57,@AkuntanMilenial Pajak gede jalanan bagus.transportasi bagus murah.sekollah bagus + makannya enak. Lha di id segalanya di https://t.co/Rv9lhfKr5L ga merasakan segalanya mahal. ppn berxx krn dr pbrik udh kena ppn ke distibutor kena lg.supermarket kena lg. Pajak kendaraan dll. Migas sda kmn?,pajak gede jalan bagus transportasi bagus murah kol bagus makan enak lha id segala tidak rasa segala mahal ppn berxx krn dr pbrik udah kena ppn distibutor kena lg supermarket kena lg pajak kendaraan lain migas sda kmn,
banekocheng2,2025-02-15 10:13:46,@koganenohikari Pajak gede jalanan bagus.transportasi bagus murah.sekollah bagus + makannya enak. Lha di id segalanya di https://t.co/Rv9lhfKr5L ga merasakan segalanya mahal.malah ppn berxx krn dr pbrik udh kena ppn ke distibutor kena lg.supermarket kena lg. Pajak kendaraan. sda Uangnya kmn?,pajak gede jalan bagus transportasi bagus murah kol bagus makan enak lha id segala tidak rasa segala mahal malah ppn berxx krn dr pbrik udah kena ppn distibutor kena lg supermarket kena lg pajak kendaraan sda uang kmn,
bbhyune0692,2025-02-15 06:40:03,@flowwerie wp udah ada dramabox mahal 1 59 belum ppn &amp; login google jadi rawan dicuri,wp udah dramabox mahal 1 59 ppn amp login google jadi rawan curi,
milkedtear,2025-02-11 12:17:20,@atikaily asliii ka tikaaaa kalo pake salmon nanti tambah mahal kena ppn 12%,asliii ka tikaaaa kalau pake salmon tambah mahal kena ppn 12,
QeishaSerenity,2025-02-11 09:36:53,@kampretlordz Alhamdulillah.. Soalnya dgn bebas PPN pun udh makin mahal buku2 ini,alhamdulillah soal bebas ppn udah makin mahal buku2,
hovream,2025-02-11 06:37:10,@soundsofcherry_ Mcm ime dyandra applewood dari yg uda pernah gue ikutin dyandra paling mending sih cuma 2 hal minusnya 1. ga full effort kalo ga biasnya 2. lebih mahal soalnya diluar ppn+fee,mcm ime dyandra applewood yang udah pernah gue ikutin dyandra paling mending sih cuma 2 minus 1 tidak full effort kalau tidak bias 2 lebih mahal soal luar ppn fee,
mbakmbakkasir,2025-02-11 04:30:48,Mengkaget foundation maybelline udah mahal banget tahun lalu beli masih 70an pas promo skrg kalau promo dptnya 90an. Efek ppn kah,kaget foundation maybelline udah mahal banget tahun lalu beli 70an pas promo skrg kalau promo dptnya 90an efek ppn,
jolyrogx,2025-02-11 04:00:32,@dejisugn soalnya kalo mahal pasti kena ppn 12%,soal kalau mahal kena ppn 12,
tomikalaza,2025-02-10 15:10:13,MAMA HUHUHUDHEUDEUHDEHEHHEEHEUEHEHHEEHEHEUHEUE PLS PPN MAHAL NA AMAHAL KITA DIFINVE DIVAS WHDEJFJEJDS HELP NAKAKAUGA UGANG UGA,mama huhuhudheudeuhdehehheeheuehehheeheheuheue pls ppn mahal na amahal difinve vas whdejfjejds help nakakauga ugang uga,
ismailhasan13,2025-02-09 15:21:07,baru nyadar kmrn beli tiket festival musik udah +ppn 12% mahal kaliiii kmrn ga berasa karna buru buru payment,baru nyadar kmrn beli tiket festival musik udah ppn 12 mahal kaliiii kmrn tidak asa buru buru payment,
Rhepsode,2025-02-09 14:13:49,ako lang ba yung babaeng mahal na mahal si PPN,ako lang ba yung babaeng mahal na mahal si ppn,
Dear6__,2025-02-09 11:20:57,@ddaiifuku Itu bulshit bgt hapus ppn buku skrg buku masih mahal bzir,bulshit banget hapus ppn buku skrg buku mahal bzir,
bii_ntanggg,2025-02-09 09:39:01,ppn kontol semua hal jdi mahal. gw ank kos makin miskin duit 500k aja ga kerasa pdhal cm buat beli sabun dll anjing lo semua pjabat tengik!,ppn kontol semua jadi mahal ank kos makin miskin duit 500k aja tidak rasa pdhal cm buat beli sabun lain sensor kamu semua pjabat tengik,
dayliyyy,2025-02-09 03:38:42,fakyu ppn 12% game jadi mahal ajg,fakyu ppn 12 game jadi mahal anjing,
Matchanamu,2025-02-08 10:49:16,getting older realizing kalo kwangya store itu mahal banget apa kena ppn 12% ya karena masuk kategori barang mewah,getting older realizing kalau kwangya store mahal banget apa kena ppn 12 karena masuk kategori barang mewah,
gulali,2025-02-08 09:06:50,@remmottv @asepjpeg Indodax sama tc itu udah termasuk ppn makanya agak mahal om,indodax sama tc udah masuk ppn makanya mahal om,
Emy_yera,2025-02-08 07:37:05,@Dyanasthasia Ini sih alasan pesawat domestik mahal di indo : 1. Avtur di Indonesia harganya jauh di atas negara tetangga. 2. Pajak Pertambahan Nilai (PPN) 3. Penerapan tarif batas atas dan bawah. https://t.co/oKqJJ4LREw,sih alas pesawat domestik mahal indo 1 avtur indonesia harga jauh atas negara tetangga 2 pajak tambah nilai ppn 3 terap tarif batas atas bawah,
Abiyoga,2025-02-08 06:44:15,@Telkomsel @hirokatwa Berarti paket saya mahal y 175 rb blom termasuk ppn cuma 30 gb,arti paket mahal y 175 rb blom masuk ppn cuma 30 gb,
iamkimgreenn,2025-02-07 23:13:49,Akibat dollar naik ppn naik berdampak ke kelas menegah usaha ruko yang jual kopi roti salon laundry pet shop banyak yang tutup karena sewa mahal listrik mahal gak rame,akibat dollar naik ppn naik dampak kelas tegah usaha ruko jual kopi roti salon laundry pet shop banyak tutup sewa mahal listrik mahal tidak rame,
cprincessy,2025-02-07 22:11:43,Mewah jadi lebih mahal kebutuhan rakyat tetap terjangkau tanpa kenaikan PPN. #PPN12Persen https://t.co/IxGJtELn7y,mewah jadi lebih mahal butuh rakyat tetap terjangkau naik ppn,
nisayyfffff,2025-02-07 22:11:41,Luksuri lebih mahal dengan PPN 12% tapi harga kebutuhan pokok tetap stabil. #PPN12Persen https://t.co/ryXQOoqxuc,luksuri lebih mahal ppn 12 harga butuh pokok tetap stabil,
IceCreeeeaaaaam,2025-02-07 22:11:38,PPN naik jadi 12%? Hanya untuk barang mahal bukan sembako dan kebutuhan utama! #PPN12Persen https://t.co/9bIQgCBaZ0,ppn naik jadi 12 untuk barang mahal bukan sembako butuh utama,
HeruBaru2,2025-01-30 14:48:24,Yutub Prem di aplikasi kok mahal banget sekarang apa karna PPN 12%?,youtube prem aplikasi kok mahal banget sekarang apa ppn 12,
somethingudnt,2025-01-30 12:56:10,@btflgerbera @odannyabts Terlalu mahal klo dipatok 3jt paling belakang. Melihat TS eras tour SG paling murah sekitar 1.3jt. Dengan layar yang cukup besar dan stadium. Kalo matok harga diatas 2jt exc ppn berat terlepas dr mgkin ttp akan sold out ya. Cm orang akan lebih byk berebut ke SG. -c,terlalu mahal klo patok 3jt paling belakang lihat ts eras tour sg paling murah 1 3jt layar cukup besar stadium kalau matok harga atas 2jt exc ppn berat lepas dr mgkin ttp sold out cm orang lebih banyak rebut sg c,
HermanGanden2,2025-01-30 11:34:29,@bbygiee_ Mahal coyy mana sanggup ditambah lagi PPN naik apa gak menyala,mahal coyy mana sanggup tambah ppn naik apa tidak nyala,
aafyii,2025-01-30 01:38:20,jir mahal bat ternyata krn ppn apa gmn by,anjing mahal bat nyata krn ppn apa bagaimana by,
nicorobwinnn,2025-01-29 14:19:37,busett ini ppn naik bikin tiket konser mahal bet anjj,busett ppn naik bikin tiket konser mahal bet anjj,
npuij_,2025-01-29 13:03:51,Spotify makin mahal belum lagi ketambahan ppn. Punya 2 akun udh termasuk boncos menurutku belum lagi langganan appmus juga. Kalo di total habis 100k buat app premium dan itu cuma sebulan aja Pengen premiumin 1 akun spo aja rasanya tapi kok keknya gabisa,spotify makin mahal lagi tambah ppn punya 2 akun udah masuk boncos turut lagi langgan appmus kalau total habis 100k buat app premium itu cuma bulan aja ken premiumin 1 akun spo aja rasa kok kek gabisa,
healxing,2025-01-29 10:35:40,Rabu Bertemu 2 - Publik sudah mulai kritis dibuktikan dengan gerakan batalin PPN 12 % sama netizen+citizen ya walaupun narasinya tuh kan ga jadi dan ga ngaruh ngaruh di lapangan itu pangan sudah mahal dan tidak terjangkau sama banyak yang kosong. Publik tetaplah solid ya. https://t.co/jmgQGdQVxS,rabu temu 2 publik mulai kritis bukti gera batalin ppn 12 sama netizen citizen walaupun narasi tuh kan tidak jadi tidak ngaruh ngaruh lapangan pangan mahal tidak terjangkau sama banyak kosong publik tetap solid,
sunyacipta,2025-01-29 04:58:05,@merapi_uncover Seenak itu sih tapi lmyan mahal soalnya skrg ada ppn nya,enak sih lmyan mahal soal skrg ppn nya,
yourbabyJ_,2025-01-28 20:39:20,@J97T5 kena PPN 12% krna smua termasuk benda-benda mahal tapi itu salah satu ALASAN KENAPA aku yg ARMY aja udh pesimisi klo BTS ke Indonesia hrga tiket konser BTS tahun 2018-2019 aja udh sama kyk hrga tiket konser idol mereka skrg. Klo mau apple to apple BTS Taylor Swift https://t.co/DNrajqNKdX,kena ppn 12 krna smua masuk benda benda mahal itu salah satu alas aku army aja udah pesimis klo bts indonesia hrga tiket konser bts tahun 2018 2019 aja udah sama kayak hrga tiket konser idol skrg klo mau apple to apple bts taylor swift,
jethodero,2025-01-28 15:42:13,PPN 12% bangsat kuota Tri dulu murah banget malah jadi pada mahal anj fck u pantai !!!,ppn 12 sensor kuota tri dulu murah banget malah jadi mahal anj fck u pantai,
aeolian790,2025-01-27 14:33:47,@putrapetir_007 @Mata_Netizen62 Bayar pajak kendaraan aja udah mahal apalagi dikenai kenaikan 66% belum lagi ditambah dengan PPN 12% karena kendaraan masuk kategori barang mewah. Jadi pemerintah ngasih kendaraan ke kita-kita itu buat dimiliki secara pribadi atau disewakan? Kok sama dengan kendaraan rental.,bayar pajak kendaraan aja udah mahal kena naik 66 lagi tambah ppn 12 kendaraan masuk kategori barang mewah jadi perintah ngasih kendaraan kita itu buat milik pribadi sewa kok sama kendaraan rental,
unmya,2025-01-27 14:31:28,@anthwf77 Kena PPN 12% ya...soal nya barang mahal,kena ppn 12 soal nya barang mahal,
aydyie_,2025-01-27 12:42:20,@MorphoMenelausX Jd yg barang mahal itu bukan karena kenaikan PPn melainkan banyaknya uang setoran,jd barang mahal bukan naik ppn banyak uang setor,
sgwwaluyo,2025-01-27 12:33:41,@maedaengg kayak. yang bikin mahal tu tax sama ppn dan akal akal promotor gila lah,kayak bikin mahal tu tax sama ppn akal akal promotor gila lah,
xiaomeeimei,2025-01-27 10:40:43,@wovnbin Emang muka abang kayak terminal listrik? Makanya jangan usil sama abang lagi kalau ga mau kena kekuatan Electric Zephyr. /Garuk-garuk pantat. Mahal apalagi PPN naik makanya jangan cari orang baru ya. Serba salah gini lah mending abang makan gorengan sama @Jizwoni sumph.,emang muka abang kayak terminal listrik makanya jangan usil sama abang kalau tidak mau kena kuat electric zephyr garuk garuk pantat mahal ppn naik makanya jangan cari orang baru serba salah gin lah mending abang makan goreng sama sumph,
whyskipp,2025-01-23 01:17:40,JIR PPN NYA MAHAL BGTTT GILAA,anjing ppn nya mahal bgttt gilaa,
ceweknyagiselle,2025-01-22 14:02:30,@purkgowon @jaemain Mahal banget belum lagi kena ppn 12%. Ada yang punya versi pdf gratisnya ga guys?,mahal banget lagi kena ppn 12 yang punya versi pdf gratis tidak guys,
minjeongjimine,2025-01-22 04:08:11,@aetearnum MAHAL berapa PPN lu,mahal berapa ppn lu,
yunvrknow,2025-01-22 04:02:26,[28] ...melakukan penyerahan wajib memungut Pajak Pertambahan Nilai (PPN) sebesar 10% dari konsumen Akibatnya dengan harga jual yang lebih mahal pelaku usaha dalam negeri kalah bersaing.,28 laku serah wajib mungut pajak tambah nilai ppn besar 10 konsumen akibat harga jual lebih mahal laku usaha negeri kalah saing,
akuwRin,2025-01-21 16:07:19,@pis_yang @aimr0d bea masuk kendaraan yg complete build setau aku 40%-50%. blm tambah ppn pph trus tambah freight atau ongkos kirim via laut. biaya storage pelabuhan terminal handling charge di container yard biaya delivery dr pelabuhan ke warehouse. tambah lagi profit ler unitnya.emang mahal bgt,bea masuk kendaraan complete build tau aku 40 50 blm tambah ppn pajak_penghasilan trus tambah freight ongkos kirim via laut biaya storage labuh terminal handling charge container yard biaya delivery dr labuh warehouse tambah profit ler unit emang mahal banget,
ketekreze,2025-01-21 12:42:28,Hah harga mie instan naik anjir niatnya mau lebih hemat beli mie oven yg biasanya 2kan sekarang 3k dibilang mahal ya ga juga sih cuma kaget aja. efek PPN naik 12% kali ya,hah harga mie instan naik anjir niat mau lebih hemat beli mie oven biasa 2kan sekarang 3k bilang mahal tidak juga sih cuma kaget aja efek ppn naik 12 kali,
the___dumplings,2025-01-21 10:45:34,@K_mhswr Iya bener sih venue penting banget Tapi aku baru buka2 lagi yg pas 2022 ternyata 3jt aja nggak nyampe buat paket yg paling mahal wkwk ini ppn naik jg kan katanya buat konser? Nggak tahu lah jadi berapa nanti https://t.co/EKJ0tTFzTz,iya bener sih venue penting banget aku baru buka2 pas 2022 nyata 3jt aja nyampe buat paket yang paling mahal wkwk ppn naik jg kan kata buat konser tahu lah jadi berapa,
SiBolang135,2025-01-21 04:49:51,Siapa yang marah karena PPN 12%? Saya! Sekarang apa-apa jadi makin mahal mata uang makin sedikit rasanya dan sekarang pajak naik? Coba siapa pencetus adanya perpajakan begini Penasaran 'kan? Yuk kita geser slide-nya! #historicus #historicalfiction #blackpandoraclub https://t.co/AlKUG0z3hO,siapa marah ppn 12 sekarang apa apa jadi makin mahal mata uang makin sedikit rasa sekarang pajak naik coba siapa cetus ada paja begini penasaran kan yuk geser slide nya,
rinaldialamsya5,2025-01-20 13:46:36,@FanVanPan @direktoridosen @Telkomsel @indosat @triindonesia tri makin mahal efek ppn kah?,tri makin mahal efek ppn,
JoshRafG,2025-01-20 11:13:08,Niat bagus coretax &amp; ppn 12% utk tingkatkan tax ratio tapi mahal &amp;ruwet. Bagus jg libatkan @bpkri yg tdk ruwet &amp; tanpa biaya dg top halangi @bpkri utk audit @DitjenPajakRI yg terima pjk Rp. 2.500. T/ th. @korantempo @Metro_TV @mohmahfudmd @aniesbaswedan https://t.co/Mx46jzDoK6,niat bagus coretax amp ppn 12 utk tingkat tax ratio mahal amp ruwet bagus jg libat tidak ruwet amp biaya dg top halang utk audit terima pjk rp 2 500 t tahun,
Mastoduar,2025-01-20 09:24:26,@politiknesiacom Fyi belanja di luar negeri beli produk yang tidak ada di produksi di Indonesia. Keliru jika anggap produk indo lebih mahal malahan produk luar negeri itu lebih mahal ada pajak BM ppn 12% pph 10% ppn impor 11% dll bukankah produk impor jd lebih mahal? @airlangga_hrt,informasi belanja luar negeri beli produk tidak produksi di indonesia keliru anggap produk indo lebih mahal malah produk luar negeri lebih mahal pajak bm ppn 12 pajak_penghasilan 10 ppn impor 11 lain bukankah produk impor jd lebih mahal,
slsaazzr,2025-01-20 08:04:47,@nievelore Ah mentang-mentang ppn naik semuanya serba mahal.,ah mentang mentang ppn naik semua serba mahal,
monchericoups_,2025-01-20 05:05:41,@cakimiNOW Mulai pencitraan lagi.... Rakyat belum merasakan 100 hari kerja! Yang di Rasakan sekarang bahan pokok serba mahal....karena PPN 12%,mulai citra rakyat rasa 100 hari kerja di rasa sekarang bahan pokok serba mahal ppn 12,
kitsunekitaa,2025-01-20 00:39:58,@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @florieliciouss @Ndons_Back @hasanudinsajid @satriamadang88 @Kimberley_PS08 @gtobing2903 @DarekaRendy @MondrianOm6762 MAKAN GRATIS?? SIAPA YG MEMBERIKAN MKN GRATIS?? BERAPA TUMPAH DIA KELUARKAN UANG UNTK BELI MKN GRATIS ITU? ITU RAKYAT YG BELI MAHAL PULA MENU SEDERHANA ITUPUN TIDAK SEMUA ANAK/SEKOLAH YG DPT. SDGKN PPN SEMUA ORG HIDUP KENA PPN 12%. DUIT PJK ITU YG BUAT BELI MKN. BKN GRATIS.,makan gratis siapa beri mkn gratis berapa tumpah keluar uang untk beli mkn gratis rakyat beli mahal menu sederhana itu semua anak sekolah dapat sdgkn ppn semua org hidup kena ppn 12 duit pjk itu yang buat beli mkn bkn gratis,
